"","revista","categoria","ano","ISSN"
"35840","ZENTRALBLATT FUR CHIRURGIE","C",2022,"
1438-9592"
"35841","ZHURNAL NEVROLOGII I PSIKHIATRII IMENI S S KORSAKOVA RUSSIA","C",2022,"0044-4588"
"35842","ZHURNAL NEVROLOGII I PSIKHIATRII IMENI S S KORSAKOVA RUSSIA","C",2022,"
1997-7298"
"35843","ZHURNAL NEVROLOGII I PSIKHIATRII IMENI S S KORSAKOVA RUSSIA","C",2022,""
"35844","ZHURNAL OBSHCHEI BIOLOGII","C",2022,"0044-4596"
"35845","ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA","C",2022,"0044-4677"
"35846","ZOOLOGICHESKY ZHURNAL","C",2022,"0044-5134"
"35847","ZUCHTUNGSKUNDE","C",2022,"0044-5401"
"35848","ZUCHTUNGSKUNDE","C",2022,"
1867-4518"
"35849","ACTA MEDICA IRANICA","C",2022,"0044-6025"
"35850","ACTA MEDICA IRANICA","C",2022,"
1735-9694"
"35851","ADVERSE DRUG REACTION BULLETIN","C",2022,"0044-6394"
"35852","ADVERSE DRUG REACTION BULLETIN","C",2022,"
2159-7774"
"35853","AMERICAN STUDIES IN SCANDINAVIA","C",2022,"0044-8060"
"35854","ARCHIVIUM HIBERNICUM","C",2022,"0044-8745"
"35855","BIOLOGIE IN UNSERER ZEIT","C",2022,"0045-205X"
"35856","BIOLOGIE IN UNSERER ZEIT","C",2022,"
1521-415X"
"35857","GEOTECHNICAL ENGINEERING","C",2022,"0046-5828"
"35858","JAPANESE JOURNAL OF LEGAL MEDICINE","C",2022,"0047-1887"
"35859","JORNAL BRASILEIRO DE PSIQUIATRIA","C",2022,"0047-2085"
"35860","JORNAL BRASILEIRO DE PSIQUIATRIA","C",2022,"
1982-0208"
"35861","JOURNAL OF NURSING","C",2022,"0047-262X"
"35862","JOURNAL OF PHENOMENOLOGICAL PSYCHOLOGY","C",2022,"0047-2662"
"35863","JOURNAL OF PHENOMENOLOGICAL PSYCHOLOGY","C",2022,"
1569-1624"
"35864","LITTERATURE","C",2022,"0047-4800"
"35865","LITTERATURE","C",2022,"
1958-5926"
"35866","MOREANA","C",2022,"0047-8105"
"35867","PHILIPPINE JOURNAL OF NURSING","C",2022,"0048-3818"
"35868","POLICLINICO SEZIONE MEDICA","C",2022,"0048-4717"
"35869","POSITIF","C",2022,"0048-4911"
"35870","PSYCHIATRIC ANNALS","C",2022,"0048-5713"
"35871","PSYCHIATRIC ANNALS","C",2022,"
1938-2456"
"35872","REHABILITACION","C",2022,"0048-7120"
"35873","REHABILITACION","C",2022,"
1578-3278"
"35874","REUMATISMO","C",2022,"0048-7449"
"35875","REUMATISMO","C",2022,"
2240-2683"
"35876","REVISTA ARGENTINA DE RADIOLOGIA","C",2022,"0048-7619"
"35877","REVISTA ARGENTINA DE RADIOLOGIA","C",2022,"
1852-9992"
"35878","REVISTA CHILENA DE OBSTETRICIA Y GINECOLOGIA","C",2022,"0048-766X"
"35879","REVISTA CHILENA DE OBSTETRICIA Y GINECOLOGIA","C",2022,"
0717-7526"
"35880","REVISTA DE OBSTETRICIA Y GINECOLOGIA DE VENEZUELA","C",2022,"0048-7732"
"35881","REVUE INTERNATIONALE DE PHILOSOPHIE","C",2022,"0048-8143"
"35882","REVUE INTERNATIONALE DE PHILOSOPHIE","C",2022,"
2033-0138"
"35883","STUDI E PROBLEMI DI CRITICA TESTUALE","C",2022,"0049-2361"
"35884","STUDI E PROBLEMI DI CRITICA TESTUALE","C",2022,"
1826-722X"
"35885","TIERAERZTLICHE UMSCHAU","C",2022,"0049-3864"
"35886","RENDICONTI DELL ISTITUTO DI MATEMATICA DELL UNIVERSITA DI TRIESTE","C",2022,"0049-4704"
"35887","TROPICAL DOCTOR","C",2022,"0049-4755"
"35888","TROPICAL DOCTOR","C",2022,"
1758-1133"
"35889","UMENI","C",2022,"0049-5123"
"35890","ACTA GEOGRAPHICA LODZIENSIA","C",2022,"0065-1249"
"35891","ACTA NEUROCHIRURGICA SUPPLEMEN","C",2022,"0065-1419"
"35892","ADELAIDE LAW REVIEW","C",2022,"0065-1915"
"35893","AMERICAN LITERARY SCHOLARSHIP","C",2022,"0065-9142"
"35894","AMERICAN LITERARY SCHOLARSHIP","C",2022,"
1527-2125"
"35895","ANNALES DE DEMOGRAPHIE HISTORIQUE","C",2022,"0066-2062"
"35896","L ANNEE SOCIOLOGIQUE","C",2022,"0066-2399"
"35897","ANTICHTHON","C",2022,"0066-4774"
"35898","ANTICHTHON","C",2022,"
2056-8819"
"35899","ANUARIO DE PSICOLOGIA","C",2022,"0066-5126"
"35900","ANUARIO DE PSICOLOGIA","C",2022,"
1988-5253"
"35901","ARCHIVES OF ASIAN ART","C",2022,"0066-6637"
"35902","ARCHIVES OF ASIAN ART","C",2022,"
1944-6497"
"35903","ARHEOLOGIA MOLDOVEI","C",2022,"0066-7358"
"35904","ARHEOLOGIA MOLDOVEI","C",2022,"
2501-5893"
"35905","FEDERAL LAW REVIEW","C",2022,"0067-205X"
"35906","FEDERAL LAW REVIEW","C",2022,"
1444-6928"
"35907","IRAQI JOURNAL OF SCIENCE","C",2022,"0067-2904"
"35908","BOLETIM PARANAENSE DE GEOSCIENCIAS","C",2022,"0067-964X"
"35909","BULLETIN DE PHILOSOPHIE MEDIEVALE","C",2022,"0068-4023"
"35910","CANADIAN YEARBOOK OF INTERNATIONAL LAW ANNUAIRE CANADIEN DE
DROIT INTERNATIONAL THE","C",2022,"0069-0058"
"35911","CANADIAN YEARBOOK OF INTERNATIONAL LAW ANNUAIRE CANADIEN DE
DROIT INTERNATIONAL THE","C",2022,"
1925-0169"
"35912","CESKO SLOVENSKA PEDIATRIE","C",2022,"0069-2328"
"35913","CESKO SLOVENSKA PEDIATRIE","C",2022,"
1805-4501"
"35914","CONTRIBUTII BOTANICE","C",2022,"0069-9616"
"35915","CONTRIBUTII BOTANICE","C",2022,"
2067-3094"
"35916","DIX HUITIEME SIECLE","C",2022,"0070-6760"
"35917","FOLIA FORESTALIA POLONICA SERIES A","C",2022,"0071-6677"
"35918","FONETICA SI DIALECTOLOGIE","C",2022,"0071-6855"
"35919","HANSISCHE GESCHICHTSBLATTER","C",2022,"0073-0327"
"35920","HARVARD JOURNAL OF ASIATIC STUDIES","C",2022,"0073-0548"
"35921","HARVARD JOURNAL OF ASIATIC STUDIES","C",2022,"
1944-6454"
"35922","HEGEL JAHRBUCH","C",2022,"0073-1579"
"35923","HORNERO","C",2022,"0073-3407"
"35924","IHERINGIA SERIE BOTANICA","C",2022,"0073-4705"
"35925","BULLETIN OF THE INTERNATIONAL INSTITUTE OF SEISMOLOGY AND
EARTHQUAKE ENGINEERING","C",2022,"0074-655X"
"35926","IRISH GEOGRAPHY","C",2022,"0075-0778"
"35927","IRISH GEOGRAPHY","C",2022,"
1939-4055"
"35928","ISRAEL JOURNAL OF ENTOMOLOGY","C",2022,"0075-1243"
"35929","JAHRBUCH DER PSYCHOANALYSE","C",2022,"0075-2363"
"35930","LA LINGUISTIQUE","C",2022,"0075-966X"
"35931","LA LINGUISTIQUE","C",2022,"
2101-0234"
"35932","LUD","C",2022,"0076-1435"
"35933","MEDIAEVAL STUDIES","C",2022,"0076-5872"
"35934","MEDICINA","C",2022,"0076-6046"
"35935","MEDICINA","C",2022,"
2176-7262"
"35936","METHODS IN ENZYMOLOGY COLOWICK SIDNEY P","C",2022,"0076-6879"
"35937","METHODS IN ENZYMOLOGY COLOWICK SIDNEY P","C",2022,"
1557-7988"
"35938","NEUES JAHRBUCH FUR MINERALOGIE ABHANDLUNGEN","C",2022,"0077-7757"
"35939","METROPOLITAN MUSEUM JOURNAL","C",2022,"0077-8958"
"35940","METROPOLITAN MUSEUM JOURNAL","C",2022,"
2169-3072"
"35941","NORTHERN HISTORY","C",2022,"0078-172X"
"35942","NORTHERN HISTORY","C",2022,"
1745-8706"
"35943","OPTICA APPLICATA","C",2022,"0078-5466"
"35944","OPTICA APPLICATA","C",2022,"
1899-7015"
"35945","L ORTHODONTIE FRAN AMP X00E7 AISE","C",2022,"0078-6608"
"35946","L ORTHODONTIE FRAN AMP X00E7 AISE","C",2022,"
1954-3395"
"35947","PACIFIC COAST PHILOLOGY","C",2022,"0078-7469"
"35948","PACIFIC COAST PHILOLOGY","C",2022,"
2326-067X"
"35949","PIDE WORKING PAPERS","C",2022,"0078-8228"
"35950","PALAEONTOLOGIA AFRICANA","C",2022,"0078-8554"
"35951","PALAEONTOLOGIA AFRICANA","C",2022,"
2410-4418"
"35952","POLISH PSYCHOLOGICAL BULLETIN","C",2022,"0079-2993"
"35953","POLISH PSYCHOLOGICAL BULLETIN","C",2022,"
1641-7844"
"35954","PRAKSEOLOGIA","C",2022,"0079-4872"
"35955","MEMOIRS OF THE QUEENSLAND MUSEUM","C",2022,"0079-8835"
"35956","RECENT RESULTS IN CANCER RESEARCH","C",2022,"0080-0015"
"35957","RECENT RESULTS IN CANCER RESEARCH","C",2022,"
2197-6767"
"35958","RESULTS AND PROBLEMS IN CELL DIFFERENTIATION","C",2022,"0080-1844"
"35959","RESULTS AND PROBLEMS IN CELL DIFFERENTIATION","C",2022,"
1861-0412"
"35960","REVUE THEOLOGIQUE DE LOUVAIN","C",2022,"0080-2654"
"35961","REVUE THEOLOGIQUE DE LOUVAIN","C",2022,"
1783-8401"
"35962","RINASCIMENTO","C",2022,"0080-3073"
"35963","RINASCIMENTO","C",2022,"
2037-6138"
"35964","PROCEEDINGS OF THE ROYAL SOCIETY OF QUEENSLAND","C",2022,"0080-469X"
"35965","PAPERS AND PROCEEDINGS ROYAL SOCIETY OF TASMANIA","C",2022,"0080-4703"
"35966","SAECULUM","C",2022,"0080-5319"
"35967","SAECULUM","C",2022,"
2194-4075"
"35968","FRANCISCAN STUDIES","C",2022,"0080-5459"
"35969","FRANCISCAN STUDIES","C",2022,"
1945-9718"
"35970","JOURNAL OF THE STATISTICAL AND SOCIAL INQUIRY SOCIETY OF IRELAND","C",2022,"0081-4776"
"35971","TERRAE INCOGNITAE","C",2022,"0082-2884"
"35972","TERRAE INCOGNITAE","C",2022,"
2040-8706"
"35973","WORLD REVIEW OF NUTRITION AND DIETETICS","C",2022,"0084-2230"
"35974","WORLD REVIEW OF NUTRITION AND DIETETICS","C",2022,"
1662-3975"
"35975","YEAR S WORK IN ENGLISH STUDIES","C",2022,"0084-4144"
"35976","YORKSHIRE ARCHAEOLOGICAL JOURNAL","C",2022,"0084-4276"
"35977","YORKSHIRE ARCHAEOLOGICAL JOURNAL","C",2022,"
2045-0664"
"35978","ACTA BOTANICA VENEZUELICA","C",2022,"0084-5906"
"35979","ACTA BOTANICA VENEZUELICA","C",2022,"
2443-4264"
"35980","ANNEE BALZACIENNE","C",2022,"0084-6473"
"35981","NUYTSIA","C",2022,"0085-4417"
"35982","NUYTSIA","C",2022,"
2200-2790"
"35983","STUDI E SAGGI LINGUISTICI","C",2022,"0085-6827"
"35984","STUDI E SAGGI LINGUISTICI","C",2022,"
2281-9142"
"35985","ANTARCTIC RECORD","C",2022,"0085-7289"
"35986","GREAT LAKES ENTOMOLOGIST","C",2022,"0090-0222"
"35987","NEUROPHYSIOLOGY","C",2022,"0090-2977"
"35988","NEUROPHYSIOLOGY","C",2022,"
1573-9007"
"35989","CONTEMPORARY OB GYN","C",2022,"0090-3159"
"35990","APPALACHIAN JOURNAL","C",2022,"0090-3779"
"35991","CANADIAN AMERICAN SLAVIC STUDIES","C",2022,"0090-8290"
"35992","CANADIAN AMERICAN SLAVIC STUDIES","C",2022,"
2210-2396"
"35993","TIRE SCIENCE AND TECHNOLOGY","C",2022,"0090-8657"
"35994","PHARMACEUTICAL CHEMISTRY JOURNAL","C",2022,"0091-150X"
"35995","PHARMACEUTICAL CHEMISTRY JOURNAL","C",2022,"
1573-9031"
"35996","JOURNAL OF CLINICAL ULTRASOUND","C",2022,"0091-2751"
"35997","JOURNAL OF CLINICAL ULTRASOUND","C",2022,"
1097-0096"
"35998","PLASTICS ENGINEERING","C",2022,"0091-9578"
"35999","PLASTICS ENGINEERING","C",2022,"
1941-9635"
"36000","ASIAN AFFAIRS","C",2022,"0092-7678"
"36001","ASIAN AFFAIRS","C",2022,"
1940-1590"
"36002","REAL ESTATE TAXATION","C",2022,"0093-5107"
"36003","ESQ JOURNAL OF THE AMERICAN RENAISSANCE","C",2022,"0093-8297"
"36004","ESQ JOURNAL OF THE AMERICAN RENAISSANCE","C",2022,"
1935-021X"
"36005","UROLOGY TIMES","C",2022,"0093-9722"
"36006","UROLOGY TIMES","C",2022,"
2150-7384"
"36007","JOURNALISM HISTORY","C",2022,"0094-7679"
"36008","CYTOLOGY AND GENETICS","C",2022,"0095-4527"
"36009","CYTOLOGY AND GENETICS","C",2022,"
1934-9440"
"36010","ARION JOURNAL OF HUMANITIES AND THE CLASSICS","C",2022,"0095-5809"
"36011","ENTOMOLOGICA AMERICANA","C",2022,"0096-3712"
"36012","ENTOMOLOGICA AMERICANA","C",2022,"
1947-5136"
"36013","ENTOMOLOGICA AMERICANA","C",2022,""
"36014","NEUROSCIENCE AND BEHAVIORAL PHYSIOLOGY","C",2022,"0097-0549"
"36015","NEUROSCIENCE AND BEHAVIORAL PHYSIOLOGY","C",2022,"
1573-899X"
"36016","RESTAURANT BUSINESS","C",2022,"0097-8043"
"36017","HOSPITAL INFECTION CONTROL AND PREVENTION","C",2022,"0098-180X"
"36018","EIGHTEENTH CENTURY LIFE","C",2022,"0098-2601"
"36019","EIGHTEENTH CENTURY LIFE","C",2022,"
1086-3192"
"36020","FRENCH FORUM","C",2022,"0098-9355"
"36021","FRENCH FORUM","C",2022,"
1534-1836"
"36022","CIENTIFICA","C",2022,"0100-0039"
"36023","CIENTIFICA","C",2022,"
1984-5529"
"36024","CIENCIA DA INFORMACAO","C",2022,"0100-1965"
"36025","REVISTA BRASILEIRA DE MEDICINA VETERINARIA","C",2022,"0100-2430"
"36026","REVISTA BRASILEIRA DE MEDICINA VETERINARIA","C",2022,"
2527-2179"
"36027","ECLETICA QUIMICA","C",2022,"0100-4670"
"36028","KRITERION","C",2022,"0100-512X"
"36029","KRITERION","C",2022,"
1981-5336"
"36030","ARQUIVOS BRASILEIROS DE PSICOLOGIA","C",2022,"0100-8692"
"36031","ARQUIVOS BRASILEIROS DE PSICOLOGIA","C",2022,"
1809-5267"
"36032","REVISTA DO INSTITUTO GEOLOGICO","C",2022,"0100-929X"
"36033","REVISTA DO INSTITUTO GEOLOGICO","C",2022,"
2176-1892"
"36034","TRANS FORM ACAO","C",2022,"0101-3173"
"36035","TRANS FORM ACAO","C",2022,"
1980-539X"
"36036","CADERNOS CEDES","C",2022,"0101-3262"
"36037","REVISTA BRASILEIRA DE CIENCIAS DO ESPORTE","C",2022,"0101-3289"
"36038","REVISTA BRASILEIRA DE CIENCIAS DO ESPORTE","C",2022,"
2179-3255"
"36039","REVISTA DE LETRAS","C",2022,"0101-3505"
"36040","REVISTA DE LETRAS","C",2022,"
1981-7886"
"36041","ESTUDOS ECONOMICOS","C",2022,"0101-4161"
"36042","ESTUDOS ECONOMICOS","C",2022,"
1980-5357"
"36043","TEMPO PSICANALITICO","C",2022,"0101-4838"
"36044","TEMPO PSICANALITICO","C",2022,"
2316-6576"
"36045","BOLETIM CENTRO DE PESQUISA DE PROCESSAMENTO DE ALIMENTOS","C",2022,"0102-0323"
"36046","BOLETIM CENTRO DE PESQUISA DE PROCESSAMENTO DE ALIMENTOS","C",2022,"
1983-9774"
"36047","REVISTA BRASILEIRA DE GEOFISICA","C",2022,"0102-261X"
"36048","PSICOLOGIA TEORIA E PESQUISA","C",2022,"0102-3772"
"36049","PSICOLOGIA TEORIA E PESQUISA","C",2022,"
1806-3446"
"36050","REVISTA BAIANA DE ENFERMAGEM","C",2022,"0102-5430"
"36051","REVISTA BAIANA DE ENFERMAGEM","C",2022,"
2178-8650"
"36052","PSICOLOGIA E SOCIEDADE","C",2022,"0102-7182"
"36053","PSICOLOGIA E SOCIEDADE","C",2022,"
1807-0310"
"36054","REVISTA ODONTO CIENCIA","C",2022,"0102-9460"
"36055","REVISTA ODONTO CIENCIA","C",2022,"
1980-6523"
"36056","REVISTA DE INFORMATICA TEORICA E APLICADA","C",2022,"0103-4308"
"36057","REVISTA DE INFORMATICA TEORICA E APLICADA","C",2022,"
2175-2745"
"36058","BRAZILIAN NEUROSURGERY","C",2022,"0103-5355"
"36059","BRAZILIAN NEUROSURGERY","C",2022,"
2359-5922"
"36060","PSICO","C",2022,"0103-5371"
"36061","PSICO","C",2022,"
1980-8623"
"36062","REVISTA BRASILEIRA DE ORNITOLOGIA","C",2022,"0103-5657"
"36063","REVISTA BRASILEIRA DE ORNITOLOGIA","C",2022,"
2178-7875"
"36064","PSICOLOGIA CLINICA","C",2022,"0103-5665"
"36065","PSICOLOGIA CLINICA","C",2022,"
1980-5438"
"36066","PSICOLOGIA USP","C",2022,"0103-6564"
"36067","PSICOLOGIA USP","C",2022,"
1678-5177"
"36068","PAIDEIA","C",2022,"0103-863X"
"36069","PAIDEIA","C",2022,"
1982-4327"
"36070","JOURNAL OF HUMAN GROWTH AND DEVELOPMENT","C",2022,"0104-1282"
"36071","JOURNAL OF HUMAN GROWTH AND DEVELOPMENT","C",2022,"
2175-3598"
"36072","REVISTA ENFERMAGEM","C",2022,"0104-3552"
"36073","REVISTA DE FILOSOFIA AURORA","C",2022,"0104-4443"
"36074","REVISTA DE FILOSOFIA AURORA","C",2022,"
1980-5934"
"36075","NAUPLIUS","C",2022,"0104-6497"
"36076","NAUPLIUS","C",2022,"
2358-2936"
"36077","PSIQUIATRIA BIOLOGICA","C",2022,"0104-7787"
"36078","PSIQUIATRIA BIOLOGICA","C",2022,"
1134-5934"
"36079","PSIQUIATRIA BIOLOGICA","C",2022,""
"36080","MUNDO DA SAUDE","C",2022,"0104-7809"
"36081","MUNDO DA SAUDE","C",2022,"
1980-3990"
"36082","CADERNOS DE LINGUAGEM E SOCIEDADE","C",2022,"0104-9712"
"36083","CADERNOS DE LINGUAGEM E SOCIEDADE","C",2022,"
2179-4790"
"36084","DANSK TEOLOGISK TIDSSKRIFT","C",2022,"0105-3191"
"36085","DANSK TEOLOGISK TIDSSKRIFT","C",2022,"
1902-3898"
"36086","PHILIPPINE POLITICAL SCIENCE JOURNAL","C",2022,"0115-4451"
"36087","PHILIPPINE POLITICAL SCIENCE JOURNAL","C",2022,"
2165-025X"
"36088","PHILIPPINE JOURNAL OF CROP SCIENCE","C",2022,"0115-463X"
"36089","FUELS AND LUBES INTERNATIONAL","C",2022,"0117-9470"
"36090","JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT","C",2022,"0119-1144"
"36091","PHILLIPPINE JOURNAL OF INTERNAL MEDICINE","C",2022,"0119-9641"
"36092","SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH","C",2022,"0125-1562"
"36093","SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH","C",2022,"
2697-5718"
"36094","JOURNAL OF THE MEDICAL ASSOCIATION OF THAILAND CHOTMAIHET
THANGPHAET","C",2022,"0125-2208"
"36095","CHIANG MAI JOURNAL OF SCIENCE","C",2022,"0125-2526"
"36096","THAI JOURNAL OF VETERINARY MEDICINE","C",2022,"0125-6491"
"36097","ABU TECHNICAL REVIEW","C",2022,"0126-6209"
"36098","JOURNAL OF THE MALAYSIAN BRANCH OF THE ROYAL ASIATIC SOCIETY","C",2022,"0126-7353"
"36099","JOURNAL OF THE MALAYSIAN BRANCH OF THE ROYAL ASIATIC SOCIETY","C",2022,"
2180-4338"
"36100","MALAYSIAN APPLIED BIOLOGY","C",2022,"0126-8643"
"36101","SARE","C",2022,"0127-046X"
"36102","TROPICAL BIOMEDICINE","C",2022,"0127-5720"
"36103","TROPICAL BIOMEDICINE","C",2022,"
2521-9855"
"36104","INTELLECTUAL DISCOURSE","C",2022,"0128-4878"
"36105","ASIA PACIFIC JOURNAL OF MOLECULAR BIOLOGY AND BIOTECHNOLOGY","C",2022,"0128-7451"
"36106","PERTANIKA JOURNAL OF SCIENCE AND TECHNOLOGY","C",2022,"0128-7680"
"36107","SEAISI QUARTERLY","C",2022,"0129-5721"
"36108","PARALLEL PROCESSING LETTERS","C",2022,"0129-6264"
"36109","PARALLEL PROCESSING LETTERS","C",2022,"
1793-642X"
"36110","MEDIA ASIA","C",2022,"0129-6612"
"36111","NOVYI MIR","C",2022,"0130-7673"
"36112","RADIATION AND RISK","C",2022,"0131-3878"
"36113","RADIATION AND RISK","C",2022,"
2412-950X"
"36114","FIZIKA NIZKIKH TEMPERATUR","C",2022,"0132-6414"
"36115","FIZIKA NIZKIKH TEMPERATUR","C",2022,"
1816-0328"
"36116","SOCIAL SCIENCES","C",2022,"0134-5486"
"36117","SOCIAL SCIENCES","C",2022,"
1938-2553"
"36118","ROCZNIKI NAUKOWE ZOOTECHNIKI","C",2022,"0137-1657"
"36119","ANNALES UNIVERSITATIS MARIAE CURIE SKLODOWSKA SECTIO B","C",2022,"0137-1983"
"36120","REPORTS ON MATHEMATICAL LOGIC","C",2022,"0137-2904"
"36121","REPORTS ON MATHEMATICAL LOGIC","C",2022,"
2084-2589"
"36122","PRZEGLAD RUSYCYSTYCZNY","C",2022,"0137-298X"
"36123","BANK I KREDYT","C",2022,"0137-5520"
"36124","REVISTA CUBANA DE MEDICINA MILITAR","C",2022,"0138-6557"
"36125","REVISTA CUBANA DE MEDICINA MILITAR","C",2022,"
1561-3046"
"36126","TRANSACTIONS HISTORIC SOCIETY OF LANCASHIRE AND CHESHIRE","C",2022,"0140-332X"
"36127","TRANSACTIONS HISTORIC SOCIETY OF LANCASHIRE AND CHESHIRE","C",2022,"
2398-1601"
"36128","ECONOMIC OUTLOOK","C",2022,"0140-489X"
"36129","ECONOMIC OUTLOOK","C",2022,"
1468-0319"
"36130","JOURNAL OF MUSICOLOGICAL RESEARCH","C",2022,"0141-1896"
"36131","JOURNAL OF MUSICOLOGICAL RESEARCH","C",2022,"
1547-7304"
"36132","ART HISTORY","C",2022,"0141-6790"
"36133","ART HISTORY","C",2022,"
1467-8365"
"36134","INFORMATION DESIGN JOURNAL","C",2022,"0142-5471"
"36135","INFORMATION DESIGN JOURNAL","C",2022,"
1569-979X"
"36136","GLASS INTERNATIONAL","C",2022,"0143-7836"
"36137","JOURNAL OF CHINESE MEDICINE","C",2022,"0143-8042"
"36138","STATUTE LAW REVIEW","C",2022,"0144-3593"
"36139","SOBORNOST INCORPORATING EASTERN CHURCHES REVIEW","C",2022,"0144-8722"
"36140","FINANCE AND DEVELOPMENT","C",2022,"0145-1707"
"36141","FINANCE AND DEVELOPMENT","C",2022,"
1564-5142"
"36142","CHASQUI","C",2022,"0145-8973"
"36143","CHASQUI","C",2022,"
2327-4247"
"36144","COLLEGE STUDENT JOURNAL","C",2022,"0146-3934"
"36145","MING STUDIES","C",2022,"0147-037X"
"36146","MING STUDIES","C",2022,"
1759-7595"
"36147","REAL ANALYSIS EXCHANGE","C",2022,"0147-1937"
"36148","REAL ANALYSIS EXCHANGE","C",2022,"
1930-1219"
"36149","CONTEMPORARY FRENCH CIVILIZATION","C",2022,"0147-9156"
"36150","AMERICAN CITY AND COUNTY","C",2022,"0149-337X"
"36151","COMPARATIVE STRATEGY","C",2022,"0149-5933"
"36152","COMPARATIVE STRATEGY","C",2022,"
1521-0448"
"36153","GERMAN STUDIES REVIEW","C",2022,"0149-7952"
"36154","GERMAN STUDIES REVIEW","C",2022,"
2164-8646"
"36155","GERONTOLOGIE ET SOCIETE","C",2022,"0151-0193"
"36156","GERONTOLOGIE ET SOCIETE","C",2022,"
2101-0218"
"36157","ACTUALITE CHIMIQUE","C",2022,"0151-9093"
"36158","ACTUALITE CHIMIQUE","C",2022,"
2105-2409"
"36159","ANNALES DE CHIMIE SCIENCE DES MATERIAUX","C",2022,"0151-9107"
"36160","ANNALES DE CHIMIE SCIENCE DES MATERIAUX","C",2022,"
1958-5934"
"36161","ECOLOGIA MEDITERRANEA","C",2022,"0153-8756"
"36162","ECOLOGIA MEDITERRANEA","C",2022,"
1775-4100"
"36163","REVUE D ECONOMIE INDUSTRIELLE","C",2022,"0154-3229"
"36164","REVUE D ECONOMIE INDUSTRIELLE","C",2022,"
1773-0198"
"36165","AUSTROBAILEYA","C",2022,"0155-4131"
"36166","WESTERN BIRDS","C",2022,"0160-1121"
"36167","MESTER","C",2022,"0160-2764"
"36168","APA PLANNING ADVISORY SERVICE REPORTS","C",2022,"0160-8266"
"36169","APPLIED RADIOLOGY","C",2022,"0160-9963"
"36170","INTERNATIONAL JOURNAL OF MATHEMATICS AND MATHEMATICAL SCIENCES","C",2022,"0161-1712"
"36171","INTERNATIONAL JOURNAL OF MATHEMATICS AND MATHEMATICAL SCIENCES","C",2022,"
1687-0425"
"36172","SCHOOL SOCIAL WORK JOURNAL","C",2022,"0161-5653"
"36173","CALIFORNIA HISTORY","C",2022,"0162-2897"
"36174","CALIFORNIA HISTORY","C",2022,"
2327-1485"
"36175","ITE JOURNAL INSTITUTE OF TRANSPORTATION ENGINEERS","C",2022,"0162-8178"
"36176","KENYON REVIEW","C",2022,"0163-075X"
"36177","KENYON REVIEW","C",2022,"
2327-8307"
"36178","OPERATING SYSTEMS REVIEW","C",2022,"0163-5980"
"36179","CHINA BUSINESS REVIEW","C",2022,"0163-7169"
"36180","PHARMACEUTICAL TECHNOLOGY EUROPE","C",2022,"0164-6826"
"36181","RADIX","C",2022,"0165-4322"
"36182","CONCAWE REPORTS","C",2022,"0166-0810"
"36183","GEDRAGSTHERAPIE","C",2022,"0167-7454"
"36184","GEDRAGSTHERAPIE","C",2022,"
2468-953X"
"36185","TIJDSCHRIFT VOOR GERONTOLOGIE EN GERIATRIE","C",2022,"0167-9228"
"36186","TIJDSCHRIFT VOOR GERONTOLOGIE EN GERIATRIE","C",2022,"
0770-9056"
"36187","TIJDSCHRIFT VOOR GERONTOLOGIE EN GERIATRIE","C",2022,""
"36188","TIJDSCHRIFT VOOR THEOLOGIE","C",2022,"0168-9959"
"36189","LANDSCHAP","C",2022,"0169-6300"
"36190","ENGLERA","C",2022,"0170-4818"
"36191","INFORMATIK SPEKTRUM","C",2022,"0170-6012"
"36192","ITALIENISCH","C",2022,"0171-4996"
"36193","NATUR UND RECHT","C",2022,"0172-1631"
"36194","NATUR UND RECHT","C",2022,"
1439-0515"
"36195","HYGIENE MEDIZIN","C",2022,"0172-3790"
"36196","MUSIKTHERAPEUTISCHE UMSCHAU","C",2022,"0172-5505"
"36197","MUSIKTHERAPEUTISCHE UMSCHAU","C",2022,"
2196-8764"
"36198","GEOTECHNIK","C",2022,"0172-6145"
"36199","GEOTECHNIK","C",2022,"
2190-6653"
"36200","PATHOLOGE","C",2022,"0172-8113"
"36201","PATHOLOGE","C",2022,"
1432-1963"
"36202","KRANKENHAUSPHARMAZIE","C",2022,"0173-7597"
"36203","ERNAHRUNGS UMSCHAU","C",2022,"0174-0008"
"36204","EARTH EVOLUTION SCIENCES","C",2022,"0174-0199"
"36205","ZEITSCHRIFT FUR RECHTSSOZIOLOGIE","C",2022,"0174-0202"
"36206","ZEITSCHRIFT FUR RECHTSSOZIOLOGIE","C",2022,"
2366-0392"
"36207","COLOPROCTOLOGY","C",2022,"0174-2442"
"36208","COLOPROCTOLOGY","C",2022,"
1615-6730"
"36209","STANDORT","C",2022,"0174-3635"
"36210","NOTARZT","C",2022,"0177-2309"
"36211","NOTARZT","C",2022,"
1438-8693"
"36212","ZEITSCHRIFT FUR ZAHNARZTLICHE IMPLANTOLOGIE","C",2022,"0177-3348"
"36213","PFERDEHEILKUNDE","C",2022,"0177-7726"
