grupo,categoria,tipo_producto,titulo_capitulo,pais,ano,titulo_libro,ISBN,vol,pags,editorial,autores
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Constitutionalization of the civil process within the Colombian republican state, disponible en https://www.funlam.edu.co/uploads/fondoeditorial/687_Colombia_investigacion_sociojuridica.pdf",Colombia,2021,Colombia: Investigación Sociojurídica,978-958-8943-67-1, ,148 - 163, Fondo Editorial Universidad Católica Luis Amigó,"JUAN ESTEBAN AGUIRRE ESPINOSA, DANY STEVEN GOMEZ AGUDELO"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Una vida plena,Colombia,2021,Historias contagiosas en época de pandemia,978-958-8943-66-4, ,23 - 29,Universidad Católica Luis Amigó,JORGE IVAN GAVIRIA MESA
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Los desencuentros de la planeación con el espacio vivido en las viviendas de interés prioritario (VIP) en Medellín, Colombia",México,2020,Segregación y fragmentación socioespacial en ciudades. Nuevas formas de habitar la ciudad,978-607-571-007-5, ,13 - 30,Universidad de Guadalajara,"KATY LUZ MILLAN OTERO, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Análisis a los procesos de formación de los profesores en ejercicio en las Escuelas Normales Superiores,Colombia,2020,Revolución en la Formación y la Capacitación para el Siglo XXI,978-958-52333-7-9, ,330 - 337,Editorial Instituto Antioqueño de Investigación,"MAURICIO MEJIA LOBO, LILIANA MARCELA HERRERA RUIZ"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Agudización de la violencia intrafamiliar por el covid-19. El caso de la ciudad de Medellín, Colombia",Venezuela,2020,Impacto del COVID-19 desde la perspectiva socioeconómica en el contexto global,978-980-7857-35-2, ,78 - 80,Fondo Editorial Universitario Servando Garcés,"MARIA ISABEL URIBE LOPEZ, ELVIGIA CARDONA ZULETA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Configuración y reconfiguración de la ciudadanía de mujeres excombatientes de las FARC-EP,Colombia,2020,violencia y cultural,9789585473959-, ,423 - 444,Senal Editora Y Universidad De Medellin,"STEFANI CASTANO TORRES, JENNY MARCELA ACEVEDO VALENCIA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Regiones investigativas en educación y pedagogía: Zona Eje Cafetero,Colombia,2020,Regiones investigativas en educación y pedagogía en Colombia: mapa topográfico de la actividad investigativa de tesis de maestrías y doctorados en el periodo 2010-2017,978-958-5150-15-7, ,319 - 337,Centro Editorial Cinde,PAOLA ANDREA CARMONA TORO
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Fuentes de la Investigación. Regiones Investigativas en Educación y Pedagogía, Colombia 2010- 2017",Colombia,2020,Regiones investigativas en educación y pedagogía en Colombia: mapa topográfico de la actividad investigativa de tesis de maestrías y doctorados en el periodo 2010-2017,978-958-5150-15-7, ,85 - 151,Centro Editorial Cinde,PAOLA ANDREA CARMONA TORO
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Una mirada actual del medio ambiente en Colombia, un panorama convencional, normativo y jurisprudencial, disponible en https://www.funlam.edu.co/uploads/fondoeditorial/635_Debates_contemporaneos_en_un_mundo_que_se_transforma.pdf",Colombia,2020,Colombia: Investigación Sociojurídica,978-958-8943-60-2, ,33 - 50, Fondo Editorial Universidad Católica Luis Amigó,"JUAN ESTEBAN AGUIRRE ESPINOSA, DANY STEVEN GOMEZ AGUDELO"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Implementación de rutas de atención en violencias de género en la ciudad de Medellín, año 2019. Barrera de acceso a la información en la Ruta de atención en salud: violencias sexuales, violencia ginecoobstétrica y derecho a la IVE",Colombia,2019,Gobernación de Antioquia.,978-958-52397-3-9, ,55 - 80,Sello Editorial Publicar - T ,"ELVIGIA CARDONA ZULETA, MELISSA HINCAPIE OCHOA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,"Posacuerdo en Colombia, breve recorrido histórico",Colombia,2019,Estrategias de publicidad social. Coyunturas sociales como oportunidad de mejoramiento de valor responsable,98-958-8943-48-0, ,113 - 132,Universidad Católica Luis Amigó,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,La participación ciudadana y la concertación social en el desarrollo de la movilidad urbana sostenible,España,2019,Movilidad sostenible y perspectiva social,978-84-1309-839-5, ,465 - 496,Thomson Reuters Aranzadi,"ERIKA JOULLIETH CASTRO BUITRAGO, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Postconflicto en Colombia: ¿es posible?,Colombia,2015,Imaginar La Paz En Colombia: Cavilaciones Desde La Academia,9789588943015, ,109 - 122,Fundación Universitaria Luis Amigó,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Postconflicto en Colombia: ¿es posible?,Colombia,2015,Imaginar La Paz En Colombia: Cavilaciones Desde La Academia,9789588943015, ,109 - 122,Fundación Universitaria Luis Amigó,"MONICA LUCIA GRANDA VIVEROS, JORGE IVAN GAVIRIA MESA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Los partidos políticos en la Constitución de 1991: Democracia deliberativa vs democracia delegativa,Colombia,2014,Estudios Sobre Constitucionalismo(S) Y Democracia,978-958-8791-55-5, ,177 - 196,Universidad Libre,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,"La experiencia del retorno, una aproximación a los relatos de vida de quienes han regresado a la ciudad de Medellín en los últimos 10 años",Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,228 - 239,Fondo Editorial Funlam,"SANTIAGO ALBERTO MORALES MESA, ALFREDO MANUEL GHISO  COTOS, SHIRLEY VIVIANA CATANO PULGARIN"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Una mirada jurídica a los delitos informáticos en Colombia y su evolución legal en el marco del derecho comparado,Colombia,2013,Aproximación a la informática forense y el derecho informático: ámbito colombiano,978-958-8399-67-6, ,26 - 94,Fondo Editorial FUNLAM,"ANA MARIA MESA ELNESER, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Escenario problemático y metodológico de la investigación,Colombia,2013,Aproximación a la informática forense y el derecho informático: ámbito colombiano,978-958-8399-67-6, ,11 - 15,Fondo Editorial FUNLAM,"ANA MARIA MESA ELNESER, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Consideraciones frente al derecho procesal penal con miras a la evolución legal frente a la informática forense,Colombia,2013,Aproximación a la informática forense y el derecho informático: ámbito colombiano,978-958-8399-67-6, ,164 - 170,Fondo Editorial FUNLAM,ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Análisis de la información y de los datos de la investigación en delitos informáticos,Colombia,2013,Aproximación a la informática forense y el derecho informático: ámbito colombiano,978-958-8399-67-6, ,124 - 163,Fondo Editorial FUNLAM,"ANA MARIA MESA ELNESER, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Mirada holística a informática forense en Colombia,Colombia,2013,Aproximación a la informática forense y el derecho informático: ámbito colombiano,978-958-8399-67-6, ,95 - 123,Fondo Editorial FUNLAM,"ANA MARIA MESA ELNESER, JUAN DAVID PINEDA, JUAN GUILLERMO LALINDE"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Aproximación a aspectos internacionales relevantes en delitos informáticos y la informática forense,Colombia,2013,Aproximación A La Informática Forense Y El Derecho Informático: Ámbito Colombiano,978-958-8399-67-6, ,16 - 25,Fondo Editorial Funlam,"ANA MARIA MESA ELNESER, JORGE EDUARDO VASQUEZ SANTAMARIA, JUAN DAVID PINEDA, JUAN GUILLERMO LALINDE"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,AMBIENTE: FUNDAMENTOS PARADIGMÁTICOS Y DOCTRINALES,Colombia,2012,ambiente y ciudadanía: reflexiones a partir del Municipio de Sabaneta,978-958-8399-51-5, ,23 - 61,Fondo Editorial Funlam,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Acercamiento a las modalidades de participación ciudadana y conflictos ambientales en el municipio de Sabaneta,Colombia,2012,ambiente y ciudadanía: reflexiones a partir del Municipio de Sabaneta,978-958-8399-51-5, ,133 - 155,Fondo Editorial Funlam,"JORGE EDUARDO VASQUEZ SANTAMARIA, CAROLINA MONTES ROJAS, MARIA TERESA CASTRILLON  ALZATE"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Investigación jurídica por medio de la enseñanza clínica del Derecho,Colombia,2010,La Enseñanza Clínica Del Derecho,958-8399-22-X, ,127 - 158,Fondo Editorial Fundacion Universitaria Luis Amigo,"JORGE EDUARDO VASQUEZ SANTAMARIA, LUCAS CORREA MONTOYA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,La enseñanza clínica del derecho: transformando la forma de enseñar y ejercer el Derecho,Colombia,2010,La Enseñanza Clínica Del Derecho,978-958-8399-22-5, ,105 - 123,Fondo Editorial Fundacion Universitaria Luis Amigo,"JORGE EDUARDO VASQUEZ SANTAMARIA, LUCAS CORREA MONTOYA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Consultorios jurídicos gratuitos y clínicas jurídicas de interés público: espacios de enseñanza práctica del Derecho,Colombia,2010,La Enseñanza Clínica Del Derecho,958-8399-22-X, ,163 - 184,Fondo Editorial Fundacion Universitaria Luis Amigo,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,REFERENTES JURISPRUDENCIALES EN LA FORMACIÓN PROFESIONAL Y LA ENSEÑANZA DEL DERECHO EN COLOMBIA,Colombia,2010,Memorias Iii Encuentro Del Nodo Antioquia De La Red De Grupos Y Centros De Investigación Jurídica Y Socio Jurídica De Colombia,958-8674-05-0, ,1 - 19,Universidad CES - PROINVESTIGACION,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Derecho e Interés Público: Aproximaciones y relación,Colombia,2009,Memorias I Foro Internacional Derecho E Interés Público,978-958-8399-09-6, ,11 - 32,Fondo Editorial Fundacion Universitaria Luis Amigo,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,El documento electrónico en la administración de justicia.,Colombia,2009,Memorias I Foro Internacional Derecho E Interés Público,978-958-8399-09-6, ,133 - 156,Fondo Editorial Fundacion Universitaria Luis Amigo,ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,El territorio y el espacio como categorias urbanas del derecho urbano colombiano: Estudio desde la Constitucion de 1991,Colombia,2009,Ii Encuentro De La Red De Grupos Y Centros De Investigación Jurídica Y Sociojurídica - Nodo Antioquia,978-958-8482-10-1, ,75 - 91,Universidad Santo Tomas,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,El Derecho al Espacio Publico: Un Derecho de Interes Publico. Aproximaciones y relacion desde el Derecho Colombiano,Colombia,2009,Ii Encuentro De La Red De Grupos Y Centros De Investigación Jurídica Y Sociojurídica - Nodo Antioquia,978-958-8482-10-1, ,477 - 493,Universidad Santo Tomas,"MARIA CLARA SANCHEZ VELEZ, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Reflexiones frente al impacto de la globalización en el mundo jurídico,Colombia,2008,Memorias I Foro Internacional Derecho E Interés Público,978-958-8399-09-6, ,185 - 206,Fondo Editorial Fundacion Universitaria Luis Amigo,FRANCISCO JAVIER VASQUEZ VASQUEZ
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Estaciones de servicio en zonas residenciales de la ciudad de Medellín,Colombia,2008,Memorias Vii Seminario Nacional De Investigación Urbano-Regional Aciur: Diversidad Y Desigualdad En Los Territorios Contémporaneos.,978-958-728-004-3, ,210 - 220,Asociacion Colombiana De Investigadores Urbano Regionales Aciur Uniandes,JORGE EDUARDO VASQUEZ SANTAMARIA
SISCO,Capítulos de libro publicados,Capítulo de libro,Modelo Integral para la Medición de la Relación Directa entre el Análisis de Puestos de Trabajo y la Productividad del Personal Administrativo: Un caso de Aplicación Real desde la Óptica de Componentes Principales,México,2021,Divulgación de Trabajos Investigativos AJ CDMX 2021,978-958-79237-0-4, ,62 - 67,Academia Journals,"LINA CLEMENCIA BUSTAMANTE GUTIERREZ, PAOLA MARCELA ALZATE MONTOYA"
SISCO,Capítulos de libro publicados,Capítulo de libro,Efectos de la actividad física sobre las funciones ejecutivas: Revisión sistemática,México,2021,Avances en educación física y deporte,978-607-607-690-3, ,20 - 29,Editorial Universidad Autónoma de Baja California,"CATALINA QUINTERO LOPEZ, VICTOR DANIEL GIL VERA, CAROLINA VASQUEZ LOPEZ, JENNIFER ALZATE JARAMILLO"
SISCO,Capítulos de libro publicados,Capítulo de libro,Objetos Virtuales de Aprendizaje en la Educación Superior un Caso de Aplicación,Colombia,2018,Investigación e Innovación en Ingeniería de Software ,978-958-59925-8-0, ,89 - 99,Talleres Tecnológico de Antioquia,"VICTOR DANIEL GIL VERA, LINA MARIA MONTOYA SUAREZ"
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,OBJETOS VIRTUALES DE APRENDIZAJE EN LA EDUCACIÓN SUPERIOR: UN CASO DE APLICACIÓN,Colombia,2018,Investigación e Innovación en Ingeniería de Software - Volumen 2,978-958-59925-8-0, ,89 - 99,Talleres Tecnológico de Antioquia,VICTOR DANIEL GIL VERA
SISCO,Capítulos de libro publicados,Capítulo de libro,¿Qué significa ser ingeniero?,Colombia,2018,Ingeniería: Realidad de una Disciplina,978-958-59127-8-6, ,51 - 79,Instituto Antioqueño de Investigación,LINA MARIA MONTOYA SUAREZ
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Uso de TIC en la investigación: Herramientas informáticas para la recolección y análisis de la información,Colombia,2018,Situaciones y retos de la investigación en Latinoamérica,978-958-8943-38-1, ,123 - 140,Fondo Editorial Luis Amigó,MARIO ALEJANDRO LOPEZ OCAMPO
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Construcción de un sistema de información para la medición de la efectividad del modelo pedagógico amigoniano,Colombia,2016,Memorias Encuentro Nacional de Investigación FUNLAM,2463-0004, ,135 - 139,Fondo Editorial FUNLAM Luis Amigó,"VICTOR DANIEL GIL VERA, GABRIEL JAIME CORREA HENAO"
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Construcción de un sistema de información para la medición de la efectividad del modelo pedagógico amigoniano,Colombia,2016,Memorias del Encuentro Nacional de Investigación- Funlam 2015,2463-0004, ,134 - 139,Editorial Luis Amigó,VICTOR DANIEL GIL VERA
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Observatorio estudiantil para la permanencia con calidad y prevención de la deserción estudiantil,Colombia,2016,Memorias del Encuentro Nacional de Investigación- Funlam 2015,2463-0004, ,155 - 159,Editorial Luis Amigó,VICTOR DANIEL GIL VERA
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Propuesta de un consultorio virtual de matemáticas para el departamento de ciencias básicas de la Funlam,Colombia,2016,Memorias Encuentro Nacional de Investigación,2463-0004, ,149 - 154,Fondo Editorial - Fundación Universitaria Luis Amigó,MARIO ALEJANDRO LOPEZ OCAMPO
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Modelo de simulación para la predicción de la población en centros de atención especializados para menores infractores,Colombia,2015,Memorias del Encuentro Nacional de Investigación- Funlam 2015,2463-0004, ,191 - 202,Editorial Luis Amigó,"VICTOR DANIEL GIL VERA, ANGELICA PATRICIA VELASCO LOPEZ"
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Relación entre las competencias genéricas razonamiento cuantitativo y lectura crítica en las pruebas saber pro para el departamento de Antioquia,Colombia,2015,Formulación Y Modelación En Ciencias Básicas,9789588922164, ,130 - 130,Senal Editora Y Universidad De Medellin,GABRIEL JAIME POSADA HERNANDEZ
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Experiencia en el uso de la plataforma Schoology como estrategia de acompañamiento docente en los cursos de ciencias básicas de la Funlam,Colombia,2014,un compromiso con la sociedad,9789588399768, ,383 - 392,Fondo Editorial Funlam,MARIO ALEJANDRO LOPEZ OCAMPO
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Análisis comparativo de la competencia genérica Razonamiento cuantitativo de la prueba Saber Pro,Colombia,2013,Memorias 5 Congreso Internacional De Formación Y Modelación En Ciencias Básicas,978-958-8815-13-4, ,184 - 184,Sello Editorial Universidad De Medellin,GABRIEL JAIME POSADA HERNANDEZ
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Rastros en la memoria,Colombia,2012,2012,978-958-8399-54-6, ,93 - 95,Fondo Editorial Funlam,JORGE GAVIRIA HINCAPIE
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Un cafe para la tarde,Colombia,2012,2012,978-958-8399-54-6, ,11 - 14,Fondo Editorial Funlam,JORGE GAVIRIA HINCAPIE
SISCO,Capítulos de libro publicados,Otro capítulo de libro publicado,Lyrebird: A Learning Object Repossitory Based on a Domain Taxononmy Model,Alemania,2012,And Engineering,978-1-4614-3534-1, ,949 - 960,Springer-Verlag London Ltd.,"INGRID DURLEY TORRES PARDO, JAIME ALBERTO GUZMAN LUNA, JOVANI ALBERTO JIMENEZ BUILES"
